
---------- Begin Simulation Statistics ----------
simSeconds                                   0.085566                       # Number of seconds simulated (Second)
simTicks                                  85565684496                       # Number of ticks simulated (Tick)
finalTick                                 85565684496                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1639.33                       # Real time elapsed on the host (Second)
hostTickRate                                 52195404                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16980260                       # Number of bytes of host memory used (Byte)
simInsts                                    196960930                       # Number of instructions simulated (Count)
simOps                                      225217477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   120147                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     137384                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           556                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        153895117                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.781348                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.279839                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       345386069                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    62374                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      276566018                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 145882                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            120230965                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         367408826                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1790                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           153752615                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.798773                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.925440                       # Number of insts issued each cycle (Count)
system.mem_ctrl.rdQLenPdf::59                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::60                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::61                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::62                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::63                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                    3294                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                    3602                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                    5798                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                    6389                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                    6476                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                    6507                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                    6535                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    6624                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    6568                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    6578                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                    6627                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                    6687                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                    6672                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                    6498                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                    6441                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                    6429                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                    6432                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::64                    6415                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::65                       7                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::66                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::67                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::68                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::69                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::70                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::71                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::72                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::73                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::74                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::75                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::76                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::77                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::78                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::79                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::80                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::81                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::82                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::83                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::84                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::85                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::86                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::87                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::88                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::89                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::90                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::91                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::92                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::93                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::94                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::95                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::96                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::97                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::98                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::99                       0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::100                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::101                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::102                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::103                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::104                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::105                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::106                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::107                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::108                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::109                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::110                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::111                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::112                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::113                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::114                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::115                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::116                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::117                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::118                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::119                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::120                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::121                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::122                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::123                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::124                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::125                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::126                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::127                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples         6415                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       34.386126                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      28.434656                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     192.329536                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-255           6405     99.84%     99.84% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::256-511            8      0.12%     99.97% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::2048-2303            1      0.02%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::15104-15359            1      0.02%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total           6415                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples         6415                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.236789                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      17.197266                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       1.171012                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              2786     43.43%     43.43% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               256      3.99%     47.42% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              2534     39.50%     86.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               753     11.74%     98.66% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20                79      1.23%     99.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21                 7      0.11%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total           6415                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                     4992                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 14122880                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys               7080128                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               165053082.70700756                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               82744946.66528356                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                    85565594980                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      258274.58                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       263424                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data     13854464                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks      7076736                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 3078617.340019227937                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 161916124.222060829401                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 82705304.605268731713                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         4116                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data       216554                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       110627                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst    124581324                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data   5853078020                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 4636570933050                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     30267.57                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     27028.26                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  41911747.88                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       263424                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data     13859456                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        14122880                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       263424                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       263424                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks      7080128                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total      7080128                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          4116                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data        216554                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           220670                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       110627                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          110627                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst         3078617                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data       161974465                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          165053083                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst      3078617                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total        3078617                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     82744947                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          82744947                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     82744947                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst        3078617                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data      161974465                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         247798029                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                220592                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               110574                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0          6924                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1          6953                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2          6925                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3          6839                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4          6913                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5          6829                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6          6824                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7          6809                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8          6792                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9          6719                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10         6655                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11         6643                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12         6755                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13         6846                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14         6784                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15         6703                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::16         6613                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::17         6665                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::18         6715                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::19         6655                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::20         6628                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::21         7056                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::22         6997                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::23         7096                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::24         7240                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::25         7067                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::26         7239                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::27         7144                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::28         7287                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::29         7413                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::30         7055                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::31         6809                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0          3402                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1          3355                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2          3339                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3          3357                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4          3390                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5          3416                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6          3428                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7          3396                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8          3416                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9          3427                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10         3405                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11         3476                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12         3474                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13         3471                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14         3471                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15         3457                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::16         3475                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::17         3415                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::18         3376                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::19         3413                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::20         3379                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::21         3474                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::22         3432                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::23         3434                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::24         3621                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::25         3554                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::26         3648                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::27         3598                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::28         3632                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::29         3625                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::30         3415                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::31         3403                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat               2119064080                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat              735012544                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat          5977659344                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                  9606.26                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                3332.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            27098.26                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits               195003                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits               92686                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             88.40                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            83.82                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples        43457                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   487.582300                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   310.640163                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   380.374675                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127         9462     21.77%     21.77% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255         6899     15.88%     37.65% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383         4253      9.79%     47.44% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::384-511         3928      9.04%     56.47% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::512-639         2793      6.43%     62.90% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::640-767         2179      5.01%     67.92% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::768-895         1941      4.47%     72.38% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::896-1023         1369      3.15%     75.53% # Bytes accessed per row activation (Byte)
